  Model loaded → /app/models/tradesage_10y.pkl
  Features : 107
  Saved AUC: 0.6699
  Ensemble : ['lgbm', 'catboost']
2026-05-08 04:26:11,239 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOACARBON via all methods.
2026-05-08 04:26:14,953 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOCLCORP via all methods.
2026-05-08 04:26:19,494 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOCOLORS via all methods.
2026-05-08 04:26:23,079 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GODAVARIB via all methods.
2026-05-08 04:26:26,748 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GODFRYPHLP via all methods.
2026-05-08 04:26:31,398 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GODIGIT via all methods.
2026-05-08 04:26:35,111 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GODREJAGRO via all methods.
2026-05-08 04:26:39,655 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GODREJCP via all methods.
2026-05-08 04:26:43,175 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GODREJIND via all methods.
2026-05-08 04:26:46,822 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GODREJPROP via all methods.
2026-05-08 04:26:51,494 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOKEX via all methods.
2026-05-08 04:26:55,144 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOKUL via all methods.
2026-05-08 04:26:59,686 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOKULAGRO via all methods.
2026-05-08 04:27:05,420 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLD1 via all methods.
2026-05-08 04:27:08,071 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLD360 via all methods.
2026-05-08 04:27:11,654 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDADD via all methods.
2026-05-08 04:27:16,262 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDBEES via all methods.
2026-05-08 04:27:19,911 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDBETA via all methods.
2026-05-08 04:27:23,623 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDCASE via all methods.
2026-05-08 04:27:28,167 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDETF via all methods.
2026-05-08 04:27:31,817 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDIAM via all methods.
2026-05-08 04:27:35,462 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDIETF via all methods.
2026-05-08 04:27:40,134 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOLDTECH via all methods.
2026-05-08 04:27:43,785 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOODLUCK via all methods.
2026-05-08 04:27:47,390 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GOPAL via all methods.
2026-05-08 04:27:52,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GPIL via all methods.
2026-05-08 04:27:55,689 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GPPL via all methods.
2026-05-08 04:27:59,354 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GPTHEALTH via all methods.
2026-05-08 04:28:04,007 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GPTINFRA via all methods.
2026-05-08 04:28:07,590 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRANULES via all methods.
2026-05-08 04:28:12,262 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRAPHITE via all methods.
2026-05-08 04:28:15,976 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRASIM via all methods.
2026-05-08 04:28:19,687 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRAVITA via all methods.
2026-05-08 04:28:23,419 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GREAVESCOT via all methods.
2026-05-08 04:28:28,136 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GREENLAM via all methods.
2026-05-08 04:28:31,784 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GREENPANEL via all methods.
2026-05-08 04:28:35,431 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GREENPLY via all methods.
2026-05-08 04:28:40,166 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GREENPOWER via all methods.
2026-05-08 04:28:43,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRINDWELL via all methods.
2026-05-08 04:28:48,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRINFRA via all methods.
2026-05-08 04:28:51,750 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRMOVER via all methods.
2026-05-08 04:28:55,847 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROBTEA via all methods.
2026-05-08 04:29:00,073 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWDEFNC via all methods.
2026-05-08 04:29:03,782 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWEV via all methods.
2026-05-08 04:29:07,430 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWGOLD via all methods.
2026-05-08 04:29:12,102 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWLIQID via all methods.
2026-05-08 04:29:15,750 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWLOVOL via all methods.
2026-05-08 04:29:19,592 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWMOM50 via all methods.
2026-05-08 04:29:24,198 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWN200 via all methods.
2026-05-08 04:29:27,849 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWNET via all methods.
2026-05-08 04:29:31,942 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWRAIL via all methods.
2026-05-08 04:29:35,784 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GROWWSLVR via all methods.
2026-05-08 04:29:39,387 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRPLTD via all methods.
2026-05-08 04:29:44,041 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRSE via all methods.
2026-05-08 04:29:47,942 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GRWRHITECH via all methods.
2026-05-08 04:29:51,593 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GSEC10ABSL via all methods.
2026-05-08 04:29:56,199 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GSEC10IETF via all methods.
2026-05-08 04:29:59,976 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GSEC10YEAR via all methods.
2026-05-08 04:30:03,623 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GSEC5IETF via all methods.
2026-05-08 04:30:07,356 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GSFC via all methods.
2026-05-08 04:30:11,751 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GSLSU via all methods.
2026-05-08 04:30:16,038 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GSPL via all methods.
2026-05-08 04:30:16,104 [WARNING] src.angel.angel_data_fetcher: Symbol GSS not found in NSE Equities index.
2026-05-08 04:30:19,750 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GTECJAINX via all methods.
2026-05-08 04:30:19,763 [WARNING] src.angel.angel_data_fetcher: Symbol GTL not found in NSE Equities index.
2026-05-08 04:30:23,912 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GTLINFRA via all methods.
2026-05-08 04:30:27,430 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GTPL via all methods.
2026-05-08 04:30:32,169 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GUFICBIO via all methods.
2026-05-08 04:30:35,881 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GUJALKALI via all methods.
2026-05-08 04:30:39,528 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GUJAPOLLO via all methods.
2026-05-08 04:30:44,070 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GUJGASLTD via all methods.
2026-05-08 04:30:48,231 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GUJRAFFIA via all methods.
2026-05-08 04:30:51,879 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GUJTHEM via all methods.
2026-05-08 04:30:55,462 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GULFOILLUB via all methods.
2026-05-08 04:31:00,070 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GULFPETRO via all methods.
2026-05-08 04:31:03,782 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GULPOLY via all methods.
2026-05-08 04:31:07,879 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GVPTECH via all methods.
2026-05-08 04:31:07,898 [INFO] tradesage.scanner: [900/2525] scanning... (signals: 96, errors: 153)
2026-05-08 04:31:11,463 [WARNING] src.core.screener_scraper: Failed to fetch HTML for GVT&D via all methods.
2026-05-08 04:31:16,199 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HAL via all methods.
2026-05-08 04:31:19,975 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HALEOSLABS via all methods.
2026-05-08 04:31:23,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HAPPSTMNDS via all methods.
2026-05-08 04:31:27,591 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HAPPYFORGE via all methods.
2026-05-08 04:31:32,326 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HARIOMPIPE via all methods.
2026-05-08 04:31:36,106 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HARRMALAYA via all methods.
2026-05-08 04:31:39,878 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HARSHA via all methods.
2026-05-08 04:31:43,656 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HATHWAY via all methods.
2026-05-08 04:31:48,328 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HATSUN via all methods.
2026-05-08 04:31:51,654 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HAVELLS via all methods.
2026-05-08 04:31:51,723 [WARNING] src.angel.angel_data_fetcher: Symbol HAVISHA not found in NSE Equities index.
2026-05-08 04:31:56,392 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HBLENGINE via all methods.
2026-05-08 04:31:56,558 [WARNING] src.angel.angel_data_fetcher: Symbol HBSL not found in NSE Equities index.
2026-05-08 04:32:00,231 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HCC via all methods.
2026-05-08 04:32:03,943 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HCG via all methods.
2026-05-08 04:32:07,591 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HCL-INSYS via all methods.
2026-05-08 04:32:12,263 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HCLTECH via all methods.
2026-05-08 04:32:16,040 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDBFS via all methods.
2026-05-08 04:32:19,879 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCAMC via all methods.
2026-05-08 04:32:23,590 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCBANK via all methods.
2026-05-08 04:32:28,328 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCBSE500 via all methods.
2026-05-08 04:32:31,910 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCGOLD via all methods.
2026-05-08 04:32:35,687 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCGROWTH via all methods.
2026-05-08 04:32:40,358 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCLIFE via all methods.
2026-05-08 04:32:44,009 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCLIQUID via all methods.
2026-05-08 04:32:47,655 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCLOWVOL via all methods.
2026-05-08 04:32:52,263 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCMID150 via all methods.
2026-05-08 04:32:55,976 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCMOMENT via all methods.
2026-05-08 04:32:59,686 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCNEXT50 via all methods.
2026-05-08 04:33:03,356 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCNIF100 via all methods.
2026-05-08 04:33:08,008 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCNIFBAN via all methods.
2026-05-08 04:33:11,592 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCNIFIT via all methods.
2026-05-08 04:33:16,202 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCNIFTY via all methods.
2026-05-08 04:33:19,786 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCPSUBK via all methods.
2026-05-08 04:33:23,432 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCPVTBAN via all methods.
2026-05-08 04:33:28,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCQUAL via all methods.
2026-05-08 04:33:31,751 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCSENSEX via all methods.
2026-05-08 04:33:35,355 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCSILVER via all methods.
2026-05-08 04:33:40,006 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCSML250 via all methods.
2026-05-08 04:33:43,656 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HDFCVALUE via all methods.
2026-05-08 04:33:48,200 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEADSUP via all methods.
2026-05-08 04:33:51,846 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEALTHADD via all methods.
2026-05-08 04:33:55,558 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEALTHIETF via all methods.
2026-05-08 04:34:00,167 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEALTHY via all methods.
2026-05-08 04:34:03,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HECPROJECT via all methods.
2026-05-08 04:34:07,463 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEG via all methods.
2026-05-08 04:34:12,200 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEIDELBERG via all methods.
2026-05-08 04:34:15,847 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEMIPROP via all methods.
2026-05-08 04:34:19,559 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HERANBA via all methods.
2026-05-08 04:34:23,719 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HERITGFOOD via all methods.
2026-05-08 04:34:28,391 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEROMOTOCO via all methods.
2026-05-08 04:34:32,038 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HESTERBIO via all methods.
2026-05-08 04:34:35,623 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEXATRADEX via all methods.
2026-05-08 04:34:40,231 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HEXT via all methods.
2026-05-08 04:34:43,944 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HFCL via all methods.
2026-05-08 04:34:47,590 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HGINFRA via all methods.
2026-05-08 04:34:52,198 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HGM via all methods.
2026-05-08 04:34:55,784 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HGS via all methods.
2026-05-08 04:35:00,329 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HIKAL via all methods.
2026-05-08 04:35:03,960 [WARNING] src.angel.angel_data_fetcher: Symbol HILINFRA not found in NSE Equities index.
2026-05-08 04:35:04,523 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HILTON via all methods.
2026-05-08 04:35:08,326 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HIMATSEIDE via all methods.
2026-05-08 04:35:11,591 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDALCO via all methods.
2026-05-08 04:35:16,328 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDCOMPOS via all methods.
2026-05-08 04:35:16,345 [WARNING] src.angel.angel_data_fetcher: Symbol HINDCON not found in NSE Equities index.
2026-05-08 04:35:19,914 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDCOPPER via all methods.
2026-05-08 04:35:23,625 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDOILEXP via all methods.
2026-05-08 04:35:27,400 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDPETRO via all methods.
2026-05-08 04:35:32,200 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDUNILVR via all methods.
2026-05-08 04:35:35,846 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDWAREAP via all methods.
2026-05-08 04:35:39,497 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HINDZINC via all methods.
2026-05-08 04:35:44,168 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HIRECT via all methods.
2026-05-08 04:35:47,880 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HISARMETAL via all methods.
2026-05-08 04:35:51,527 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HITECH via all methods.
2026-05-08 04:35:55,431 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HITECHCORP via all methods.
2026-05-08 04:36:00,167 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HLEGLAS via all methods.
2026-05-08 04:36:04,008 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HLVLTD via all methods.
2026-05-08 04:36:07,847 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HMAAGRO via all methods.
2026-05-08 04:36:15,910 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HMVL via all methods.
2026-05-08 04:36:19,624 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HNDFDS via all methods.
2026-05-08 04:36:23,358 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HNGSNGBEES via all methods.
2026-05-08 04:36:28,070 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HOMEFIRST via all methods.
2026-05-08 04:36:31,718 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HONASA via all methods.
2026-05-08 04:36:35,816 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HONAUT via all methods.
2026-05-08 04:36:39,591 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HONDAPOWER via all methods.
2026-05-08 04:36:44,136 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HPAL via all methods.
2026-05-08 04:36:47,784 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HPIL via all methods.
2026-05-08 04:36:51,389 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HPL via all methods.
2026-05-08 04:36:56,168 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HSCL via all methods.
2026-05-08 04:37:00,070 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HTMEDIA via all methods.
2026-05-08 04:37:04,294 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HUBTOWN via all methods.
2026-05-08 04:37:04,379 [INFO] tradesage.scanner: [1000/2525] scanning... (signals: 113, errors: 165)
2026-05-08 04:37:08,071 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HUDCO via all methods.
2026-05-08 04:37:11,719 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HUHTAMAKI via all methods.
2026-05-08 04:37:15,432 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HYBRIDFIN via all methods.
2026-05-08 04:37:20,103 [WARNING] src.core.screener_scraper: Failed to fetch HTML for HYUNDAI via all methods.
2026-05-08 04:37:23,689 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IBULLSLTD via all methods.
2026-05-08 04:37:28,294 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ICEMAKE via all methods.
2026-05-08 04:37:32,406 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ICICIB22 via all methods.
2026-05-08 04:37:36,039 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ICICIBANK via all methods.
2026-05-08 04:37:39,750 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ICICIGI via all methods.
2026-05-08 04:37:43,464 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ICICIPRULI via all methods.
2026-05-08 04:37:48,200 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ICIL via all methods.
2026-05-08 04:37:51,974 [WARNING] src.core.screener_scraper: Failed to fetch HTML for ICRA via all methods.
2026-05-08 04:37:55,558 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IDBI via all methods.
2026-05-08 04:38:00,167 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IDEA via all methods.
2026-05-08 04:38:03,943 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IDEAFORGE via all methods.
2026-05-08 04:38:07,590 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IDFCFIRSTB via all methods.
2026-05-08 04:38:12,201 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IDFNIFTYET via all methods.
2026-05-08 04:38:15,847 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IEX via all methods.
2026-05-08 04:38:19,562 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IFBAGRO via all methods.
2026-05-08 04:38:24,166 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IFBIND via all methods.
2026-05-08 04:38:27,689 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IFCI via all methods.
2026-05-08 04:38:31,400 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IFGLEXPOR via all methods.
2026-05-08 04:38:36,007 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IGARASHI via all methods.
2026-05-08 04:38:39,654 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IGCL via all methods.
2026-05-08 04:38:44,262 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IGIL via all methods.
2026-05-08 04:38:47,848 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IGL via all methods.
2026-05-08 04:38:51,495 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IGPL via all methods.
2026-05-08 04:38:56,166 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IIFL via all methods.
2026-05-08 04:38:59,814 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IIFLCAPS via all methods.
2026-05-08 04:39:03,527 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IITL via all methods.
2026-05-08 04:39:08,134 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IKIO via all methods.
2026-05-08 04:39:11,846 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IKS via all methods.
2026-05-08 04:39:15,494 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IMAGICAA via all methods.
2026-05-08 04:39:20,167 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IMFA via all methods.
2026-05-08 04:39:23,751 [WARNING] src.core.screener_scraper: Failed to fetch HTML for IMPAL via all methods.
2026-05-08 04:39:27,527 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INCREDIBLE via all methods.
2026-05-08 04:39:32,135 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDBANK via all methods.
2026-05-08 04:39:35,828 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDGN via all methods.
2026-05-08 04:39:39,431 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDHOTEL via all methods.
2026-05-08 04:39:44,102 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIACEM via all methods.
2026-05-08 04:39:47,622 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIAGLYCO via all methods.
2026-05-08 04:39:52,294 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIAMART via all methods.
2026-05-08 04:39:55,878 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIANB via all methods.
2026-05-08 04:39:59,527 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIANCARD via all methods.
2026-05-08 04:40:04,071 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIANHUME via all methods.
2026-05-08 04:40:07,784 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIASHLTR via all methods.
2026-05-08 04:40:11,432 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIGO via all methods.
2026-05-08 04:40:16,102 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDIGOPNTS via all methods.
2026-05-08 04:40:19,942 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDNIPPON via all methods.
2026-05-08 04:40:23,529 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOAMIN via all methods.
2026-05-08 04:40:28,070 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOBORAX via all methods.
2026-05-08 04:40:31,654 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOCO via all methods.
2026-05-08 04:40:36,327 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOFARM via all methods.
2026-05-08 04:40:39,977 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDORAMA via all methods.
2026-05-08 04:40:43,559 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOSTAR via all methods.
2026-05-08 04:40:48,231 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOTECH via all methods.
2026-05-08 04:40:51,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOTHAI via all methods.
2026-05-08 04:40:55,526 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDOUS via all methods.
2026-05-08 04:40:55,540 [WARNING] src.angel.angel_data_fetcher: Symbol INDOWIND not found in NSE Equities index.
2026-05-08 04:41:00,072 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDRAMEDCO via all methods.
2026-05-08 04:41:03,784 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDSWFTLAB via all methods.
2026-05-08 04:41:07,497 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDTERRAIN via all methods.
2026-05-08 04:41:12,102 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDUSINDBK via all methods.
2026-05-08 04:41:15,751 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INDUSTOWER via all methods.
2026-05-08 04:41:19,358 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INFOBEAN via all methods.
2026-05-08 04:41:24,326 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INFRABEES via all methods.
2026-05-08 04:41:27,910 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INFRAIETF via all methods.
2026-05-08 04:41:31,495 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INFY via all methods.
2026-05-08 04:41:37,254 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INGERRAND via all methods.
2026-05-08 04:41:39,815 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INNOVACAP via all methods.
2026-05-08 04:41:43,356 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INNOVANA via all methods.
2026-05-08 04:41:48,134 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INOXGREEN via all methods.
2026-05-08 04:41:51,975 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INOXINDIA via all methods.
2026-05-08 04:41:56,134 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INOXWIND via all methods.
2026-05-08 04:41:59,783 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INSECTICID via all methods.
2026-05-08 04:42:03,431 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INTELLECT via all methods.
2026-05-08 04:42:08,168 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INTENTECH via all methods.
2026-05-08 04:42:11,752 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INTERARCH via all methods.
2026-05-08 04:42:15,355 [WARNING] src.core.screener_scraper: Failed to fetch HTML for INTERNET via all methods.
