symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,pnl_rupees,reason,hold_days,cumulative_pnl
REPL,2025-02-06,2025-02-11,271.35,258.95,-4.93,-98.59,Time Stop (5d),5,23626.829999999994
PRUDMOULI,2025-02-06,2025-02-11,52.5,48.64,-7.71,-154.25,Time Stop (5d),5,23472.579999999994
NOIDATOLL,2025-02-06,2025-02-11,4.08,4.71,15.08,301.62,Time Stop (5d),5,23774.199999999993
KPIGREEN,2025-02-06,2025-02-11,452.25,428.55,-5.6,-112.01,Time Stop (5d),5,23662.189999999995
MAHKTECH,2025-02-06,2025-02-11,22.26,23.14,3.59,71.87,Time Stop (5d),5,23734.059999999994
KOTYARK,2025-02-06,2025-02-11,707.5,707.85,-0.31,-6.21,Time Stop (5d),5,23727.849999999995
KEYFINSERV,2025-02-06,2025-02-11,284.93,240.26945926875135,-16.03,-320.68,Stop Loss,5,23407.169999999995
INDOTHAI,2025-02-06,2025-02-11,190.07,205.14,7.57,151.37,Time Stop (5d),5,23558.539999999994
INCREDIBLE,2025-02-06,2025-02-11,41.48,36.31,-12.82,-256.48,Time Stop (5d),5,23302.059999999994
GKWLIMITED,2025-02-06,2025-02-11,1995.25,1797.0,-10.3,-205.92,Time Stop (5d),5,23096.139999999996
DYCL,2025-02-06,2025-02-11,372.35,354.33,-5.2,-103.99,Time Stop (5d),5,22992.149999999994
DIACABS,2025-02-06,2025-02-11,101.88,96.59,-5.55,-111.05,Time Stop (5d),5,22881.099999999995
AVALON,2025-02-06,2025-02-11,732.9,664.2,-9.73,-194.67,Time Stop (5d),5,22686.429999999997
AURUM,2025-02-06,2025-02-11,191.45,185.63,-3.4,-68.0,Time Stop (5d),5,22618.429999999997
ACI,2025-02-10,2025-02-12,535.8,467.25347440922394,-13.15,-263.07,Stop Loss,2,22355.359999999997
ANMOL,2025-02-10,2025-02-14,20.46,17.530130788752746,-14.68,-293.6,Stop Loss,4,22061.76
AKASH,2025-02-11,2025-02-17,28.7,26.91,-6.6,-131.94,Time Stop (5d),6,21929.82
AKSHOPTFBR,2025-02-11,2025-02-17,9.03,8.4,-7.34,-146.73,Time Stop (5d),6,21783.09
ALANKIT,2025-02-11,2025-02-17,17.8,15.83,-11.43,-228.55,Time Stop (5d),6,21554.54
ALEMBICLTD,2025-02-11,2025-02-17,105.62,99.97,-5.71,-114.19,Time Stop (5d),6,21440.350000000002
20MICRONS,2025-02-12,2025-02-17,171.14,170.61,-0.67,-13.39,Time Stop (5d),5,21426.960000000003
ALIVUS,2025-02-11,2025-02-17,1090.6,1058.1,-3.34,-66.8,Time Stop (5d),6,21360.160000000003
ALKALI,2025-02-11,2025-02-17,93.2,89.05,-4.81,-96.26,Time Stop (5d),6,21263.900000000005
AMBER,2025-02-11,2025-02-17,6433.1,5779.85,-10.51,-210.29,Time Stop (5d),6,21053.610000000004
AERONEU,2025-02-11,2025-02-17,74.88,73.39,-2.35,-47.0,Time Stop (5d),6,21006.610000000004
ALICON,2025-02-11,2025-02-17,917.6,821.9,-10.79,-215.79,Time Stop (5d),6,20790.820000000003
AEROFLEX,2025-02-11,2025-02-17,209.31,193.18,-8.07,-161.33,Time Stop (5d),6,20629.49
AEROENTER,2025-02-11,2025-02-17,101.82,97.8,-4.31,-86.16,Time Stop (5d),6,20543.33
ANTELOPUS,2025-02-10,2025-02-17,655.7,560.05,-14.95,-298.95,Time Stop (5d),7,20244.38
ADFFOODS,2025-02-11,2025-02-17,248.95,231.3,-7.45,-149.0,Time Stop (5d),6,20095.38
ACUTAAS,2025-02-11,2025-02-17,1157.8,1102.28,-5.16,-103.11,Time Stop (5d),6,19992.27
ACL,2025-02-11,2025-02-17,66.02,58.13676361005271,-12.3,-246.01,Stop Loss,6,19746.260000000002
ACEINTEG,2025-02-11,2025-02-17,24.75,22.01,-11.43,-228.61,Time Stop (5d),6,19517.65
AAATECH,2025-02-11,2025-02-17,88.28,88.34,-0.29,-5.84,Time Stop (5d),6,19511.81
3PLAND,2025-02-11,2025-02-17,45.99,42.99,-6.88,-137.66,Time Stop (5d),6,19374.15
APARINDS,2025-02-10,2025-02-17,6728.2,6472.5,-4.16,-83.21,Time Stop (5d),7,19290.940000000002
ADSL,2025-02-11,2025-02-17,251.49,228.5,-9.5,-190.03,Time Stop (5d),6,19100.910000000003
AHLUCONT,2025-02-10,2025-02-17,750.2,655.0514306479033,-13.04,-260.86,Stop Loss,7,18840.050000000003
AGI,2025-02-10,2025-02-17,714.6,691.9,-3.54,-70.73,Time Stop (5d),7,18769.320000000003
ADROITINFO,2025-02-10,2025-02-17,16.05,14.46,-10.27,-205.33,Time Stop (5d),7,18563.99
360ONE,2025-02-14,2025-02-19,904.6,932.7,2.75,54.93,Time Stop (5d),5,18618.920000000002
AERONEU,2025-02-17,2025-02-24,73.39,71.09,-3.49,-69.88,Time Stop (5d),7,18549.04
AGRITECH,2025-02-17,2025-02-24,154.96,158.06,1.64,32.81,Time Stop (5d),7,18581.850000000002
AHLADA,2025-02-17,2025-02-24,72.19,69.44,-4.17,-83.39,Time Stop (5d),7,18498.460000000003
AHLUCONT,2025-02-17,2025-02-24,661.4,648.55,-2.3,-46.06,Time Stop (5d),7,18452.4
AIIL,2025-02-17,2025-02-24,320.06,300.17,-6.57,-131.49,Time Stop (5d),7,18320.91
AEROFLEX,2025-02-17,2025-02-24,193.18,189.01,-2.52,-50.37,Time Stop (5d),7,18270.54
AJMERA,2025-02-17,2025-02-24,164.27,159.88,-3.03,-60.65,Time Stop (5d),7,18209.89
AKASH,2025-02-17,2025-02-24,26.91,28.56,5.77,115.43,Time Stop (5d),7,18325.32
AKSHARCHEM,2025-02-17,2025-02-24,231.8,235.05,1.04,20.84,Time Stop (5d),7,18346.16
ABINFRA,2025-02-19,2025-02-24,7.31,7.41,1.01,20.16,Time Stop (5d),5,18366.32
AIRAN,2025-02-17,2025-02-24,28.97,28.1,-3.36,-67.26,Time Stop (5d),7,18299.06
AEROENTER,2025-02-17,2025-02-24,97.8,93.48,-4.78,-95.54,Time Stop (5d),7,18203.52
ADSL,2025-02-17,2025-02-24,228.5,218.1,-4.91,-98.23,Time Stop (5d),7,18105.29
ADROITINFO,2025-02-17,2025-02-24,14.46,17.55,21.01,420.19,Time Stop (5d),7,18525.48
3PLAND,2025-02-17,2025-02-24,42.99,43.51,0.85,16.99,Time Stop (5d),7,18542.47
AAATECH,2025-02-17,2025-02-24,88.34,82.11,-7.41,-148.25,Time Stop (5d),7,18394.22
AARTISURF,2025-02-17,2025-02-24,470.45,467.6,-0.97,-19.32,Time Stop (5d),7,18374.9
AARVI,2025-02-17,2025-02-24,115.12,111.01,-3.93,-78.6,Time Stop (5d),7,18296.300000000003
ACEINTEG,2025-02-17,2025-02-24,22.01,24.61,11.45,229.06,Time Stop (5d),7,18525.360000000004
3IINFOLTD,2025-02-17,2025-02-24,24.05,24.36,0.93,18.58,Time Stop (5d),7,18543.940000000006
ACL,2025-02-17,2025-02-24,63.49,64.99,2.0,40.05,Time Stop (5d),7,18583.990000000005
ACUTAAS,2025-02-17,2025-02-24,1102.28,1133.55,2.48,49.54,Time Stop (5d),7,18633.530000000006
ADANIGREEN,2025-02-17,2025-02-24,890.35,836.05,-6.46,-129.17,Time Stop (5d),7,18504.360000000008
ADFFOODS,2025-02-17,2025-02-24,231.3,240.0,3.4,68.03,Time Stop (5d),7,18572.390000000007
ACI,2025-02-17,2025-02-24,428.95,497.0,15.5,310.09,Time Stop (5d),7,18882.480000000007
ASHOKA,2025-02-24,2025-03-03,194.1,163.62293775266554,-16.06,-321.23,Stop Loss,7,18561.250000000007
ASIANENE,2025-02-24,2025-03-03,274.45,239.11,-13.24,-264.73,Time Stop (5d),7,18296.520000000008
ASIANTILES,2025-02-24,2025-03-03,45.91,43.32,-6.0,-120.03,Time Stop (5d),7,18176.49000000001
ASTEC,2025-02-24,2025-03-03,720.44,694.83,-3.91,-78.3,Time Stop (5d),7,18098.19000000001
ASTRON,2025-02-24,2025-03-03,13.08,12.87,-1.97,-39.31,Time Stop (5d),7,18058.88000000001
AUTOIND,2025-02-24,2025-03-03,75.9,68.84,-9.66,-193.23,Time Stop (5d),7,17865.65000000001
BALAJITELE,2025-02-24,2025-03-03,58.19,51.11,-12.53,-250.54,Time Stop (5d),7,17615.110000000008
BBOX,2025-02-24,2025-03-03,423.5,354.2,-16.72,-334.47,Time Stop (5d),7,17280.640000000007
BDL,2025-02-24,2025-03-03,1011.55,979.75,-3.5,-70.07,Time Stop (5d),7,17210.570000000007
ASHIMASYN,2025-02-24,2025-03-03,22.25,18.27,-18.25,-364.95,Time Stop (5d),7,16845.620000000006
ATLANTAA,2025-02-24,2025-03-03,35.01,33.6,-4.39,-87.75,Time Stop (5d),7,16757.870000000006
ARIHANTCAP,2025-02-24,2025-03-03,71.21,59.86128495128436,-16.3,-325.94,Stop Loss,7,16431.930000000008
ARENTERP,2025-02-24,2025-03-03,42.19,39.12,-7.64,-152.73,Time Stop (5d),7,16279.200000000008
APTECHT,2025-02-24,2025-03-03,115.75,113.56,-2.25,-45.04,Time Stop (5d),7,16234.160000000007
AAATECH,2025-02-24,2025-03-03,82.11,77.89,-5.5,-109.99,Time Stop (5d),7,16124.170000000007
AAREYDRUGS,2025-02-24,2025-03-03,40.55,36.87,-9.44,-188.7,Time Stop (5d),7,15935.470000000007
AARTECH,2025-02-24,2025-03-03,61.35,57.67,-6.36,-127.17,Time Stop (5d),7,15808.300000000007
ABINFRA,2025-02-24,2025-03-03,7.41,7.31,-1.71,-34.19,Time Stop (5d),7,15774.110000000006
AHLADA,2025-02-24,2025-03-03,69.44,58.97504155841084,-15.43,-308.61,Stop Loss,7,15465.500000000005
63MOONS,2025-02-24,2025-03-03,717.85,662.05,-8.13,-162.66,Time Stop (5d),7,15302.840000000006
ALBERTDAVD,2025-02-24,2025-03-03,856.2,824.0,-4.12,-82.42,Time Stop (5d),7,15220.420000000006
ALIVUS,2025-02-24,2025-03-03,978.3,938.35,-4.44,-88.87,Time Stop (5d),7,15131.550000000005
AMNPLST,2025-02-24,2025-03-03,224.3,197.17,-12.46,-249.11,Time Stop (5d),7,14882.440000000004
ANTELOPUS,2025-02-24,2025-03-03,532.95,533.35,-0.28,-5.7,Time Stop (5d),7,14876.740000000003
AIIL,2025-02-24,2025-03-03,300.17,315.27,4.67,93.41,Time Stop (5d),7,14970.150000000003
20MICRONS,2025-03-03,2025-03-06,172.29,210.4420129201707,21.78,435.68,Take Profit,3,15405.830000000004
ABSLAMC,2025-03-03,2025-03-10,610.35,591.5,-3.45,-68.97,Time Stop (5d),7,15336.860000000004
ACI,2025-03-03,2025-03-10,501.05,529.55,5.33,106.56,Time Stop (5d),7,15443.420000000004
ACUTAAS,2025-03-03,2025-03-10,1073.3,1155.85,7.33,146.62,Time Stop (5d),7,15590.040000000005
ADANIENSOL,2025-03-03,2025-03-10,654.05,757.0262459707375,15.38,307.69,Take Profit,7,15897.730000000005
ADL,2025-03-03,2025-03-10,62.23,64.58,3.42,68.33,Time Stop (5d),7,15966.060000000005
ADFFOODS,2025-03-03,2025-03-10,233.21,230.33,-1.59,-31.9,Time Stop (5d),7,15934.160000000005
ADROITINFO,2025-03-03,2025-03-10,15.49,16.08,3.45,68.98,Time Stop (5d),7,16003.140000000005
ADVANIHOTR,2025-03-03,2025-03-10,55.99,63.0,12.16,243.2,Time Stop (5d),7,16246.340000000006
ABREL,2025-03-03,2025-03-10,1990.2,1909.3,-4.42,-88.5,Time Stop (5d),7,16157.840000000006
ADANIGREEN,2025-03-03,2025-03-10,804.1,826.05,2.37,47.4,Time Stop (5d),7,16205.240000000005
ABFRL,2025-03-03,2025-03-10,87.47,86.48,-1.49,-29.84,Time Stop (5d),7,16175.400000000005
ABINFRA,2025-03-03,2025-03-10,7.31,8.28,12.91,258.19,Time Stop (5d),7,16433.590000000004
AARVI,2025-03-03,2025-03-10,101.31,107.57,5.82,116.38,Time Stop (5d),7,16549.970000000005
3PLAND,2025-03-03,2025-03-10,39.36,41.21,4.34,86.8,Time Stop (5d),7,16636.770000000004
5PAISA,2025-03-03,2025-03-10,333.66,347.58,3.81,76.24,Time Stop (5d),7,16713.010000000006
63MOONS,2025-03-03,2025-03-10,662.05,718.3,8.14,162.73,Time Stop (5d),7,16875.740000000005
AAATECH,2025-03-03,2025-03-10,77.89,76.37,-2.31,-46.23,Time Stop (5d),7,16829.510000000006
AAREYDRUGS,2025-03-03,2025-03-10,36.87,39.23,6.04,120.82,Time Stop (5d),7,16950.330000000005
ABB,2025-03-03,2025-03-10,5088.3,5160.3,1.06,21.1,Time Stop (5d),7,16971.430000000004
AARTECH,2025-03-03,2025-03-10,57.67,61.22,5.8,115.91,Time Stop (5d),7,17087.340000000004
AARTIDRUGS,2025-03-03,2025-03-10,344.75,363.35,5.04,100.7,Time Stop (5d),7,17188.040000000005
AARTIIND,2025-03-03,2025-03-10,381.5,391.0,2.13,42.6,Time Stop (5d),7,17230.640000000003
AARTIPHARM,2025-03-03,2025-03-10,718.1,747.35,3.71,74.26,Time Stop (5d),7,17304.9
AARON,2025-03-03,2025-03-10,167.58,176.08,4.71,94.24,Time Stop (5d),7,17399.140000000003
20MICRONS,2025-03-06,2025-03-11,207.62,195.55,-6.17,-123.47,Time Stop (5d),5,17275.670000000002
AGI,2025-03-10,2025-03-17,681.5,654.65,-4.3,-86.0,Time Stop (5d),7,17189.670000000002
AEROFLEX,2025-03-10,2025-03-17,165.14,165.55,-0.11,-2.23,Time Stop (5d),7,17187.440000000002
20MICRONS,2025-03-11,2025-03-17,195.55,187.18,-4.64,-92.8,Time Stop (5d),6,17094.640000000003
AEGISLOG,2025-03-10,2025-03-17,751.3,749.0,-0.67,-13.32,Time Stop (5d),7,17081.320000000003
ADVANIHOTR,2025-03-10,2025-03-17,63.0,59.8,-5.44,-108.79,Time Stop (5d),7,16972.530000000002
ADSL,2025-03-10,2025-03-17,195.97,184.07,-6.43,-128.65,Time Stop (5d),7,16843.88
ADROITINFO,2025-03-10,2025-03-17,16.08,14.18,-12.18,-243.52,Time Stop (5d),7,16600.36
ADL,2025-03-10,2025-03-17,64.58,63.71,-1.71,-34.14,Time Stop (5d),7,16566.22
ADFFOODS,2025-03-10,2025-03-17,230.33,226.9,-1.85,-36.98,Time Stop (5d),7,16529.24
ADANIGREEN,2025-03-10,2025-03-17,826.05,896.45,8.16,163.25,Time Stop (5d),7,16692.49
ACUTAAS,2025-03-10,2025-03-17,1155.85,1099.0,-5.28,-105.57,Time Stop (5d),7,16586.920000000002
AEROENTER,2025-03-10,2025-03-17,89.02,80.87,-9.52,-190.3,Time Stop (5d),7,16396.620000000003
ACEINTEG,2025-03-10,2025-03-17,23.12,20.94,-9.79,-195.78,Time Stop (5d),7,16200.840000000002
ACCURACY,2025-03-10,2025-03-17,8.57,8.21,-4.56,-91.21,Time Stop (5d),7,16109.630000000003
ACL,2025-03-10,2025-03-17,60.32,56.57,-6.58,-131.54,Time Stop (5d),7,15978.090000000002
360ONE,2025-03-10,2025-03-17,895.4,854.6,-4.92,-98.33,Time Stop (5d),7,15879.760000000002
3IINFOLTD,2025-03-10,2025-03-17,22.23,20.87,-6.48,-129.56,Time Stop (5d),7,15750.200000000003
AAATECH,2025-03-10,2025-03-17,76.37,68.39,-10.81,-216.18,Time Stop (5d),7,15534.020000000002
AAREYDRUGS,2025-03-10,2025-03-17,39.23,33.81,-14.18,-283.52,Time Stop (5d),7,15250.500000000002
3PLAND,2025-03-10,2025-03-17,41.21,39.86,-3.64,-72.72,Time Stop (5d),7,15177.780000000002
AARTISURF,2025-03-10,2025-03-17,453.8,420.7,-7.65,-153.08,Time Stop (5d),7,15024.700000000003
ABINFRA,2025-03-10,2025-03-17,8.28,8.73,5.07,101.5,Time Stop (5d),7,15126.200000000003
ABREL,2025-03-10,2025-03-17,1909.3,1759.85,-8.19,-163.75,Time Stop (5d),7,14962.450000000003
ABSLAMC,2025-03-10,2025-03-17,591.5,593.0,-0.11,-2.13,Time Stop (5d),7,14960.320000000003
AARON,2025-03-10,2025-03-17,176.08,175.65,-0.6,-12.08,Time Stop (5d),7,14948.240000000003
ACL,2025-03-17,2025-03-24,56.57,57.74,1.71,34.16,Time Stop (5d),7,14982.400000000003
ACCURACY,2025-03-17,2025-03-24,8.21,8.21,-0.36,-7.2,Time Stop (5d),7,14975.200000000003
ACEINTEG,2025-03-17,2025-03-24,20.94,22.88,8.9,178.09,Time Stop (5d),7,15153.290000000003
ACI,2025-03-17,2025-03-24,551.15,543.6,-1.73,-34.6,Time Stop (5d),7,15118.690000000002
ACUTAAS,2025-03-17,2025-03-24,1099.0,1246.93,13.1,262.01,Time Stop (5d),7,15380.700000000003
ADVENZYMES,2025-03-17,2025-03-24,266.15,295.9,10.82,216.36,Time Stop (5d),7,15597.060000000003
ADL,2025-03-17,2025-03-24,63.71,78.5,22.85,457.09,Time Stop (5d),7,16054.150000000003
ADOR,2025-03-17,2025-03-24,847.45,885.25,4.1,82.01,Time Stop (5d),7,16136.160000000003
ADROITINFO,2025-03-17,2025-03-24,14.18,12.88,-9.53,-190.56,Time Stop (5d),7,15945.600000000004
ADSL,2025-03-17,2025-03-24,184.07,199.97,8.28,165.56,Time Stop (5d),7,16111.160000000003
ADFFOODS,2025-03-17,2025-03-24,226.9,255.97,12.45,249.04,Time Stop (5d),7,16360.200000000004
ABINFRA,2025-03-17,2025-03-24,8.73,9.59,9.49,189.82,Time Stop (5d),7,16550.020000000004
ABREL,2025-03-17,2025-03-24,1759.85,2051.5,16.21,324.25,Time Stop (5d),7,16874.270000000004
AARTIPHARM,2025-03-17,2025-03-24,774.3,734.0,-5.56,-111.29,Time Stop (5d),7,16762.980000000003
20MICRONS,2025-03-17,2025-03-24,187.18,204.2,8.73,174.66,Time Stop (5d),7,16937.640000000003
360ONE,2025-03-17,2025-03-24,854.6,978.75,14.17,283.35,Time Stop (5d),7,17220.99
3IINFOLTD,2025-03-17,2025-03-24,20.87,22.48,7.35,147.09,Time Stop (5d),7,17368.08
3PLAND,2025-03-17,2025-03-24,39.86,40.37,0.92,18.39,Time Stop (5d),7,17386.47
5PAISA,2025-03-17,2025-03-24,318.48,379.4758208607479,18.79,375.84,Take Profit,7,17762.31
AARTISURF,2025-03-17,2025-03-24,420.7,448.9,6.34,126.86,Time Stop (5d),7,17889.170000000002
AAATECH,2025-03-17,2025-03-24,68.39,83.24,21.35,427.07,Time Stop (5d),7,18316.24
AAREYDRUGS,2025-03-17,2025-03-24,33.81,37.85,11.59,231.78,Time Stop (5d),7,18548.02
AARTECH,2025-03-17,2025-03-24,55.78,54.85,-2.03,-40.55,Time Stop (5d),7,18507.47
AARTIDRUGS,2025-03-17,2025-03-24,333.2,356.25,6.56,131.16,Time Stop (5d),7,18638.63
63MOONS,2025-03-17,2025-03-24,699.6,826.0,17.71,354.15,Time Stop (5d),7,18992.780000000002
AMDIND,2025-03-24,2025-03-26,55.88,47.47605759976364,-15.4,-307.99,Stop Loss,2,18684.79
5PAISA,2025-03-24,2025-03-28,396.34,347.61304414262753,-12.65,-253.08,Stop Loss,4,18431.71
AMNPLST,2025-03-24,2025-04-01,227.93,217.88,-4.77,-95.38,Time Stop (5d),8,18336.329999999998
AARTIDRUGS,2025-03-26,2025-04-01,333.65,343.1,2.47,49.45,Time Stop (5d),6,18385.78
AMBICAAGAR,2025-03-24,2025-04-01,27.37,27.04,-1.57,-31.31,Time Stop (5d),8,18354.469999999998
AKI,2025-03-24,2025-04-01,8.3,8.11,-2.65,-52.98,Time Stop (5d),8,18301.489999999998
AKG,2025-03-24,2025-04-01,13.4,12.86,-4.39,-87.8,Time Stop (5d),8,18213.69
AKASH,2025-03-24,2025-04-01,27.39,25.78,-6.24,-124.76,Time Stop (5d),8,18088.93
AJOONI,2025-03-24,2025-04-01,6.26,6.08,-3.24,-64.71,Time Stop (5d),8,18024.22
AIRAN,2025-03-24,2025-04-01,29.53,27.26,-8.05,-160.94,Time Stop (5d),8,17863.280000000002
AGRITECH,2025-03-24,2025-04-01,148.67,137.56,-7.83,-156.66,Time Stop (5d),8,17706.620000000003
AERONEU,2025-03-24,2025-04-01,83.56,81.02,-3.4,-67.99,Time Stop (5d),8,17638.63
ANIKINDS,2025-03-24,2025-04-01,109.55,127.73,16.24,324.7,Time Stop (5d),8,17963.33
AEROFLEX,2025-03-24,2025-04-01,183.74,171.79,-6.86,-137.28,Time Stop (5d),8,17826.050000000003
ADROITINFO,2025-03-24,2025-04-01,12.88,11.38,-12.01,-240.12,Time Stop (5d),8,17585.930000000004
ADL,2025-03-24,2025-04-01,78.5,78.68,-0.13,-2.61,Time Stop (5d),8,17583.320000000003
ACUTAAS,2025-03-24,2025-04-01,1246.93,1263.83,1.0,19.91,Time Stop (5d),8,17603.230000000003
ACEINTEG,2025-03-24,2025-04-01,22.88,23.16,0.86,17.28,Time Stop (5d),8,17620.510000000002
ABINFRA,2025-03-24,2025-04-01,9.59,9.42,-2.13,-42.65,Time Stop (5d),8,17577.86
AARTIPHARM,2025-03-24,2025-04-01,734.0,753.55,2.3,46.07,Time Stop (5d),8,17623.93
AARTECH,2025-03-24,2025-04-01,54.85,51.32,-6.8,-135.91,Time Stop (5d),8,17488.02
AAREYDRUGS,2025-03-24,2025-04-01,37.85,36.86,-2.98,-59.51,Time Stop (5d),8,17428.510000000002
AAATECH,2025-03-24,2025-04-01,83.24,75.18,-10.04,-200.86,Time Stop (5d),8,17227.65
63MOONS,2025-03-24,2025-04-01,826.0,812.65,-1.98,-39.52,Time Stop (5d),8,17188.13
3PLAND,2025-03-24,2025-04-01,40.37,37.78,-6.78,-135.51,Time Stop (5d),8,17052.620000000003
AEROENTER,2025-03-24,2025-04-01,84.55,83.56,-1.53,-30.62,Time Stop (5d),8,17022.000000000004
20MICRONS,2025-03-28,2025-04-02,191.04,207.32,8.16,163.24,Time Stop (5d),5,17185.240000000005
AAREYDRUGS,2025-04-01,2025-04-04,36.86,47.938967081238694,29.7,593.94,Take Profit,3,17779.180000000004
20MICRONS,2025-04-02,2025-04-07,207.32,180.04659840565398,-13.52,-270.3,Stop Loss,5,17508.880000000005
AERONEU,2025-04-01,2025-04-07,81.02,75.31,-7.41,-148.15,Time Stop (5d),6,17360.730000000003
AEROFLEX,2025-04-01,2025-04-07,171.79,166.55,-3.41,-68.2,Time Stop (5d),6,17292.530000000002
AEROENTER,2025-04-01,2025-04-07,83.56,80.87,-3.58,-71.58,Time Stop (5d),6,17220.95
AEGISLOG,2025-04-01,2025-04-07,781.8,794.5,1.26,25.29,Time Stop (5d),6,17246.24
ADVANIHOTR,2025-04-01,2025-04-07,58.37,57.47,-1.9,-38.04,Time Stop (5d),6,17208.2
ADSL,2025-04-01,2025-04-07,194.11,166.89917836368002,-14.38,-287.56,Stop Loss,6,16920.64
ADROITINFO,2025-04-01,2025-04-07,11.38,11.45,0.26,5.1,Time Stop (5d),6,16925.739999999998
ADL,2025-04-01,2025-04-07,78.68,77.22,-2.22,-44.31,Time Stop (5d),6,16881.429999999997
ADFFOODS,2025-04-01,2025-04-07,243.21,212.90156380311598,-12.82,-256.44,Stop Loss,6,16624.989999999998
ACUTAAS,2025-04-01,2025-04-07,1263.83,1111.0280486587799,-12.45,-249.01,Stop Loss,6,16375.979999999998
ACL,2025-04-01,2025-04-07,52.31,53.11,1.17,23.39,Time Stop (5d),6,16399.37
3PLAND,2025-04-01,2025-04-07,37.78,39.5,4.19,83.85,Time Stop (5d),6,16483.219999999998
ACEINTEG,2025-04-01,2025-04-07,23.16,24.34,4.73,94.7,Time Stop (5d),6,16577.92
360ONE,2025-04-01,2025-04-07,888.15,886.55,-0.54,-10.8,Time Stop (5d),6,16567.12
3IINFOLTD,2025-04-01,2025-04-07,20.69,19.69,-5.19,-103.87,Time Stop (5d),6,16463.25
AAATECH,2025-04-01,2025-04-07,75.18,75.39,-0.08,-1.61,Time Stop (5d),6,16461.64
AARON,2025-04-01,2025-04-07,171.1,162.2,-5.56,-111.23,Time Stop (5d),6,16350.41
ACI,2025-04-01,2025-04-07,523.85,529.05,0.63,12.65,Time Stop (5d),6,16363.06
AARTISURF,2025-04-01,2025-04-07,417.9,405.5,-3.33,-66.54,Time Stop (5d),6,16296.519999999999
ABINFRA,2025-04-01,2025-04-07,9.42,8.25,-12.78,-255.61,Time Stop (5d),6,16040.909999999998
ABREL,2025-04-01,2025-04-07,1970.15,1802.8,-8.85,-177.09,Time Stop (5d),6,15863.819999999998
ACCURACY,2025-04-01,2025-04-07,7.78,8.01,2.6,51.93,Time Stop (5d),6,15915.749999999998
AARTECH,2025-04-01,2025-04-07,51.32,52.9,2.72,54.37,Time Stop (5d),6,15970.119999999999
ACCURACY,2025-04-07,2025-04-08,8.01,6.753048356185584,-16.05,-321.05,Stop Loss,1,15649.07
63MOONS,2025-04-04,2025-04-09,769.85,692.0,-10.47,-209.45,Time Stop (5d),5,15439.619999999999
ACL,2025-04-07,2025-04-15,53.11,55.38,3.91,78.28,Time Stop (5d),8,15517.9
ACEINTEG,2025-04-07,2025-04-15,24.34,25.56,4.65,93.05,Time Stop (5d),8,15610.949999999999
ACE,2025-04-07,2025-04-15,1187.15,1248.4,4.8,95.99,Time Stop (5d),8,15706.939999999999
ACI,2025-04-07,2025-04-15,529.05,613.25,15.56,311.11,Time Stop (5d),8,16018.05
ACUTAAS,2025-04-07,2025-04-15,1067.98,1176.1,9.76,195.28,Time Stop (5d),8,16213.33
63MOONS,2025-04-09,2025-04-15,692.0,745.4,7.36,147.14,Time Stop (5d),6,16360.47
ADANIGREEN,2025-04-07,2025-04-15,873.3,936.65,6.89,137.88,Time Stop (5d),8,16498.35
ADFFOODS,2025-04-07,2025-04-15,215.22,231.98,7.43,148.55,Time Stop (5d),8,16646.899999999998
ADL,2025-04-07,2025-04-15,77.22,87.11,12.45,248.95,Time Stop (5d),8,16895.85
AADHARHFC,2025-04-08,2025-04-15,454.2,467.7,2.61,52.25,Time Stop (5d),7,16948.1
ADANIENSOL,2025-04-07,2025-04-15,815.05,887.4,8.52,170.34,Time Stop (5d),8,17118.44
ABREL,2025-04-07,2025-04-15,1802.8,1857.2,2.66,53.15,Time Stop (5d),8,17171.59
ABINFRA,2025-04-07,2025-04-15,8.25,8.3,0.25,4.92,Time Stop (5d),8,17176.51
AAVAS,2025-04-07,2025-04-15,1978.95,2004.8,0.95,18.92,Time Stop (5d),8,17195.429999999997
360ONE,2025-04-07,2025-04-15,886.55,938.7,5.52,110.45,Time Stop (5d),8,17305.879999999997
3IINFOLTD,2025-04-07,2025-04-15,19.69,20.84,5.48,109.61,Time Stop (5d),8,17415.489999999998
3PLAND,2025-04-07,2025-04-15,39.5,41.99,5.94,118.88,Time Stop (5d),8,17534.37
5PAISA,2025-04-07,2025-04-15,353.37,381.76,7.67,153.48,Time Stop (5d),8,17687.85
AAATECH,2025-04-07,2025-04-15,75.39,75.29,-0.49,-9.85,Time Stop (5d),8,17678.0
20MICRONS,2025-04-07,2025-04-15,190.01,204.64,7.34,146.79,Time Stop (5d),8,17824.79
AARTECH,2025-04-07,2025-04-15,52.9,57.08,7.54,150.83,Time Stop (5d),8,17975.620000000003
AARTIPHARM,2025-04-07,2025-04-15,649.75,713.45,9.44,188.88,Time Stop (5d),8,18164.500000000004
AARTISURF,2025-04-07,2025-04-15,405.5,447.25,9.94,198.72,Time Stop (5d),8,18363.220000000005
AARVI,2025-04-07,2025-04-15,101.52,101.09,-0.78,-15.67,Time Stop (5d),8,18347.550000000007
AARON,2025-04-07,2025-04-15,162.2,179.35,10.21,204.27,Time Stop (5d),8,18551.820000000007
ADL,2025-04-15,2025-04-17,87.11,113.36165375709358,29.78,595.52,Take Profit,2,19147.340000000007
